is_vuln,num_commits,num_unique_authors,file_age,midnight_commits,risky_commits,seldom_contributors,num_lines,commit_frequency,busy_file,extension_0,extension_1,extension_2,extension_3,extension_4,extension_5,extension_6,extension_7,extension_8,extension_9,extension_10
1,12,4,776,0,0,2,79,0.0155,0,0,1,0,0,0,0,1,1,0,1,1
1,18,3,1380,0,0,2,49,0.013000000000000001,0,0,1,0,0,0,0,1,1,0,1,1
1,29,7,1241,0,0,4,116,0.0234,0,0,1,0,0,0,0,1,1,0,1,1
1,17,4,1288,0,0,3,17,0.0132,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,1006,0,0,0,21,0.002,0,0,1,0,0,0,0,1,1,0,1,1
1,267,22,1114,3,2,15,203,0.2397,1,0,1,0,0,0,0,1,1,0,1,1
1,1,1,162,0,0,0,52,0.0062,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,181,0,0,0,23,0.011000000000000001,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,933,0,0,0,15,0.0011,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,784,0,0,0,41,0.0013,0,0,1,0,0,0,0,1,1,0,1,1
1,16,4,667,0,0,3,296,0.024,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,278,0,0,0,121,0.0036,0,0,0,1,0,1,0,1,0,0,1,0
1,110,25,1435,0,0,15,221,0.0767,1,0,0,1,0,1,0,0,1,1,0,0
1,2,1,938,0,0,0,28,0.0021,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,873,0,0,0,20,0.0011,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,943,0,0,1,51,0.0032,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,943,0,0,1,53,0.0032,0,0,0,1,0,1,0,0,1,1,0,0
1,2,1,817,0,1,0,406,0.0024,0,0,0,1,0,1,0,0,1,1,0,0
1,4,2,888,0,0,0,115,0.0045,0,0,0,1,0,1,0,0,1,1,0,0
1,3,1,931,0,1,0,254,0.0032,0,0,0,1,0,1,0,0,1,1,0,0
1,13,3,1044,0,0,2,193,0.0125,0,0,0,1,0,1,0,0,1,1,0,0
1,9,2,938,0,0,1,183,0.0096,0,0,0,1,0,1,0,0,1,1,0,0
1,22,7,1020,0,0,5,176,0.0216,0,0,0,1,0,1,0,0,1,1,0,0
1,27,6,530,0,0,3,305,0.0509,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,803,0,1,1,288,0.0037,0,0,0,1,0,1,0,0,1,1,0,0
1,74,16,852,2,2,11,952,0.0869,1,0,0,1,0,1,0,0,1,1,0,0
1,5,2,957,0,0,1,114,0.0052,0,0,0,1,0,1,0,0,1,1,0,0
1,14,3,957,0,0,2,218,0.0146,0,0,0,1,0,1,0,0,1,1,0,0
1,5,3,1035,0,1,1,350,0.0048,0,0,0,1,0,1,0,0,1,1,0,0
1,7,3,1028,0,0,2,125,0.0068,0,0,0,1,0,1,0,0,1,1,0,0
1,5,3,986,0,0,2,64,0.0051,0,0,0,1,0,1,0,0,1,1,0,0
1,42,10,1052,0,2,6,413,0.0399,1,0,0,1,0,1,0,0,1,1,0,0
1,6,4,967,0,1,3,262,0.0062,0,0,0,1,0,1,0,0,1,1,0,0
1,11,6,1035,1,0,3,107,0.0106,0,0,0,1,0,1,0,0,1,1,0,0
1,60,13,509,1,0,10,616,0.1179,1,0,0,1,0,1,0,0,1,1,0,0
1,9,4,1020,0,1,3,276,0.0088,0,0,0,1,0,1,0,0,1,1,0,0
1,8,6,1016,0,0,4,285,0.0079,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,1044,0,0,1,67,0.0029,0,0,0,1,0,1,0,0,1,1,0,0
1,17,7,1022,0,0,4,245,0.0166,0,0,0,1,0,1,0,0,1,1,0,0
1,15,5,957,0,1,2,295,0.0157,0,0,0,1,0,1,0,0,1,1,0,0
1,4,3,882,0,0,2,59,0.0045,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,876,0,0,1,28,0.0034,0,0,0,1,0,1,0,0,1,1,0,0
1,9,4,1031,0,1,2,211,0.0087,0,0,0,1,0,1,0,0,1,1,0,0
1,4,3,1022,0,0,2,82,0.0039,0,0,0,1,0,1,0,0,1,1,0,0
1,209,21,1473,0,3,15,845,0.1419,1,0,0,1,0,1,0,0,1,1,0,0
1,12,6,1195,0,0,4,104,0.01,0,0,0,1,0,1,0,0,1,1,0,0
1,12,4,721,0,1,3,348,0.0166,0,0,0,1,0,1,0,0,1,1,0,0
1,20,7,727,0,0,5,0,0.0275,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,644,0,0,1,0,0.0047,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,265,0,0,0,62,0.0038,0,0,0,1,0,1,0,1,0,0,1,0
1,1,1,265,0,0,0,12,0.0038,0,0,0,1,0,1,0,1,0,0,1,0
1,1,1,289,0,0,0,39,0.0035,0,0,0,1,0,1,0,1,0,0,1,0
1,5,3,1035,0,0,1,44,0.0048,0,0,0,1,0,1,0,0,1,1,0,0
1,110,22,1331,0,0,13,259,0.0826,1,0,0,1,0,1,0,0,1,1,0,0
1,16,4,824,0,0,2,63,0.0194,0,0,0,1,0,1,0,0,1,1,0,0
1,40,11,723,0,1,8,910,0.0553,1,0,0,1,0,1,0,0,1,1,0,0
1,153,14,1443,0,7,10,1500,0.106,1,0,0,1,0,1,0,0,1,1,0,0
1,12,4,376,0,1,2,0,0.0319,0,0,0,1,0,1,0,0,1,1,0,0
1,190,24,2135,1,0,15,578,0.08900000000000001,1,0,1,0,0,0,0,1,1,0,1,1
1,4,3,561,0,0,2,50,0.0071,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,1093,0,0,0,37,0.0018,0,0,1,0,0,0,0,1,1,0,1,1
1,3,2,323,0,0,1,56,0.0093,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,602,0,0,0,44,0.0017,0,0,1,0,0,0,0,1,1,0,1,1
1,3,1,758,0,1,0,251,0.004,0,0,1,0,0,0,0,1,1,0,1,1
1,30,1,810,0,1,0,328,0.037000000000000005,0,0,1,0,0,0,0,1,1,0,1,1
1,30,4,1757,0,0,2,183,0.0171,0,0,1,0,0,0,0,1,1,0,1,1
1,3,1,821,0,0,0,41,0.0037,0,0,1,0,0,0,0,1,1,0,1,1
1,11,4,777,0,0,3,92,0.0142,0,0,1,0,0,0,0,1,1,0,1,1
1,22,3,911,0,0,1,141,0.0241,0,0,1,0,0,0,0,1,1,0,1,1
1,3,2,903,0,0,1,25,0.0033,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,617,0,0,0,22,0.0016,0,0,1,0,0,0,0,1,1,0,1,1
1,23,5,737,0,0,3,107,0.0312,0,0,1,0,0,0,0,1,1,0,1,1
1,3,2,679,0,0,1,35,0.0044,0,0,1,0,0,0,0,1,1,0,1,1
1,17,5,1021,0,0,2,284,0.0167,0,0,1,0,0,0,0,1,1,0,1,1
1,7,3,770,0,0,2,56,0.0091,0,0,1,0,0,0,0,1,1,0,1,1
1,7,2,310,0,0,1,0,0.0226,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,271,0,0,0,26,0.0037,0,0,1,0,0,0,0,1,1,0,1,1
1,19,5,954,0,0,4,147,0.0199,0,0,1,0,0,0,0,1,1,0,1,1
1,10,4,560,0,0,2,78,0.0179,0,0,1,0,0,0,0,1,1,0,1,1
1,18,5,922,0,1,3,270,0.0195,0,0,1,0,0,0,0,1,1,0,1,1
1,8,1,737,0,0,0,71,0.0109,0,0,1,0,0,0,0,1,1,0,1,1
1,18,5,1259,0,0,4,81,0.0143,0,0,1,0,0,0,0,1,1,0,1,1
1,18,3,1741,0,0,2,25,0.0103,0,0,1,0,0,0,0,1,1,0,1,1
1,2,1,306,0,0,0,66,0.0065,0,0,1,0,0,0,0,1,1,0,1,1
1,4,2,821,0,0,1,81,0.0049,0,0,1,0,0,0,0,1,1,0,1,1
1,7,2,902,0,0,1,56,0.0078,0,0,1,0,0,0,0,1,1,0,1,1
1,3,1,659,0,0,0,59,0.0046,0,0,1,0,0,0,0,1,1,0,1,1
1,10,3,1237,0,0,2,59,0.0081,0,0,1,0,0,0,0,1,1,0,1,1
1,31,11,1331,0,0,5,47,0.0233,1,0,0,0,1,0,1,1,0,1,1,1
1,9,7,824,0,0,5,37,0.0109,0,0,0,0,1,0,1,1,0,1,1,1
1,4,3,1015,0,0,2,21,0.0039,0,0,0,0,1,0,1,1,0,1,1,1
1,7,4,554,0,0,3,48,0.0126,0,0,0,0,1,0,1,1,0,1,1,1
1,10,6,412,0,0,4,70,0.0243,0,0,0,0,1,0,1,1,0,1,1,1
1,10,7,391,0,0,5,74,0.0256,0,0,0,0,1,0,1,1,0,1,1,1
1,6,6,1041,0,0,0,32,0.0058,0,0,0,0,1,0,1,1,0,1,1,1
1,99,18,1993,0,0,14,66,0.0497,1,0,0,0,1,0,1,1,0,1,1,1
1,43,17,1346,0,0,13,105,0.0319,1,0,0,0,1,0,1,1,0,1,1,1
1,5,3,701,0,0,1,28,0.0071,0,0,0,0,1,0,1,1,0,1,1,1
1,16,10,1195,0,0,6,71,0.0134,1,0,0,0,1,0,1,1,0,1,1,1
1,11,7,650,0,0,5,79,0.0169,0,0,0,0,1,0,1,1,0,1,1,1
1,14,8,1052,0,0,4,45,0.0133,0,0,0,0,1,0,1,1,0,1,1,1
1,5,3,419,0,0,2,41,0.0119,0,0,0,0,1,0,1,1,0,1,1,1
1,3,1,252,0,0,0,55,0.0119,0,0,0,0,1,0,1,1,0,1,1,1
1,5,3,387,0,0,2,35,0.0129,0,0,0,0,1,0,1,1,0,1,1,1
1,9,6,566,0,0,3,0,0.0159,0,0,0,0,1,0,1,1,0,1,1,1
1,5,3,378,0,0,2,0,0.0132,0,0,0,0,1,0,1,1,0,1,1,1
1,32,13,736,1,0,11,47,0.0435,1,0,0,0,1,0,1,1,0,1,1,1
1,13,7,727,0,0,4,34,0.0179,0,0,0,0,1,0,1,1,0,1,1,1
1,11,6,680,0,0,3,0,0.0162,0,0,0,0,1,0,1,1,0,1,1,1
1,44,11,701,1,0,7,55,0.0628,1,0,0,0,1,0,1,1,0,1,1,1
1,45,14,567,1,0,9,124,0.0794,1,0,0,0,1,0,1,1,0,1,1,1
1,5,4,1017,0,0,3,126,0.0049,0,0,0,0,1,0,1,1,0,1,1,1
1,1,1,821,0,0,0,24,0.0012,0,0,0,0,1,0,1,1,0,1,1,1
1,3,2,736,0,0,1,25,0.0041,0,0,0,0,1,0,1,1,0,1,1,1
1,10,2,1078,0,0,1,28,0.0093,0,0,0,0,1,0,1,1,0,1,1,1
1,2,2,1583,0,0,0,10,0.0013,0,0,1,0,0,0,0,1,1,0,1,1
1,6,2,320,0,0,1,39,0.0187,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,501,0,0,0,68,0.002,0,0,1,0,0,0,0,1,1,0,1,1
1,6,4,468,0,0,3,31,0.0128,0,0,1,0,0,0,0,1,1,0,1,1
1,9,3,574,0,0,2,78,0.0157,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,762,0,0,0,39,0.0026,0,0,1,0,0,0,0,1,1,0,1,1
1,7,2,973,0,0,1,29,0.0072,0,0,1,0,0,0,0,1,1,0,1,1
1,49,14,2164,0,0,11,94,0.0226,1,0,1,0,0,0,0,1,1,0,1,1
1,51,15,2164,0,0,12,142,0.0236,1,0,1,0,0,0,0,1,1,0,1,1
1,23,8,2087,2,1,5,320,0.011000000000000001,0,0,1,0,0,0,0,1,1,0,1,1
1,9,5,936,0,0,3,58,0.0096,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,680,0,0,0,8,0.0015,0,0,1,0,0,0,0,1,1,0,1,1
1,8,6,454,0,0,5,28,0.0176,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,1910,1,0,0,15,0.001,0,0,1,0,0,0,0,1,1,0,1,1
1,987,67,2164,5,0,48,1191,0.4561,1,0,1,0,0,0,0,1,1,0,1,1
1,11,4,1473,0,0,3,95,0.0075,0,0,1,0,1,1,1,1,1,1,1,1
1,821,53,2164,6,10,35,3857,0.3794,1,0,1,0,0,0,0,1,1,0,1,1
1,7,1,826,0,0,0,181,0.0085,0,0,1,0,0,0,0,1,0,1,0,1
1,2,1,720,0,0,0,85,0.0028,0,0,1,0,0,0,0,1,0,1,0,1
1,1,1,273,0,0,0,24,0.0037,0,0,1,0,0,0,0,1,1,0,1,1
1,2,1,765,0,0,0,34,0.0026,0,0,1,0,0,0,0,1,1,0,1,1
1,33,6,1155,1,0,5,66,0.0286,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,1079,1,0,0,26,0.0019,0,0,1,0,0,0,0,1,1,0,1,1
1,5,1,364,0,0,0,234,0.0137,0,0,1,0,0,0,0,1,1,0,1,1
1,2,2,226,0,0,0,83,0.0088,0,0,1,0,0,0,0,1,1,0,1,1
1,4,3,664,0,0,2,53,0.006,0,0,1,0,0,0,0,1,1,0,1,1
1,8,5,1364,1,0,3,45,0.0059,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,226,0,0,0,0,0.0044,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,777,0,0,0,87,0.0013,0,0,1,0,1,1,1,1,1,1,1,1
1,3,1,230,0,0,0,93,0.013000000000000001,0,0,1,0,1,1,1,1,1,1,1,1
1,3,1,226,0,1,0,435,0.0133,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,720,0,0,0,51,0.0014,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,720,0,0,0,51,0.0014,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,226,0,0,0,63,0.0044,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,355,0,0,0,60,0.0028,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,355,0,0,0,60,0.0028,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,624,0,0,0,60,0.0016,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,624,0,0,0,60,0.0016,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,624,0,0,0,60,0.0016,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,624,0,0,0,60,0.0016,0,0,1,0,1,1,1,1,1,1,1,1
1,2,1,737,0,0,0,62,0.0027,0,0,1,0,1,1,1,1,1,1,1,1
1,5,1,810,0,0,0,105,0.0062,0,0,0,1,0,1,0,1,0,0,1,0
1,2,2,226,0,0,0,95,0.0088,0,0,1,0,0,0,0,1,1,0,1,1
1,3,3,545,0,0,0,130,0.0055,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,814,0,1,0,1186,0.0012,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,327,0,0,0,60,0.0031,0,0,1,0,0,0,0,1,1,0,1,1
1,17,8,707,0,0,5,131,0.024,0,0,1,0,0,0,0,1,1,0,1,1
1,3,3,602,0,0,0,50,0.005,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,1570,0,0,0,9,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1552,0,1,0,527,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1552,0,1,0,495,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1552,0,1,0,484,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1737,0,0,0,2,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1737,0,1,0,5554,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,2,1,1737,1,0,0,5,0.0012,0,0,0,1,0,1,0,0,1,1,0,0
1,2,1,1737,1,1,0,7453,0.0012,0,0,0,1,0,1,0,0,1,1,0,0
1,2,1,1737,1,0,0,6,0.0012,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1567,0,0,0,3,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1519,0,0,0,6,0.0007,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1519,0,1,0,441,0.0007,0,0,0,1,0,1,0,0,1,1,0,0
1,2,2,2052,0,0,0,12,0.001,0,0,0,1,0,1,0,0,1,1,0,0
1,2,1,1737,1,1,0,7710,0.0012,0,0,0,1,0,1,0,0,1,1,0,0
1,2,1,1737,1,0,0,6,0.0012,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1812,0,0,0,7,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1556,1,1,0,763,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1597,0,0,0,8,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,3,2,1482,0,1,1,1316,0.002,0,0,0,1,0,1,0,0,1,1,0,0
1,3,1,1836,0,0,0,3,0.0016,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1604,0,0,0,0,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1659,0,0,0,17,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1658,0,0,0,33,0.0006,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,169,0,1,0,216,0.0059,0,0,1,0,1,1,1,1,1,1,1,1
1,1,1,168,0,1,0,503,0.006,0,0,1,0,1,1,1,1,1,1,1,1
1,5,2,146,1,0,1,154,0.0342,0,0,1,0,1,0,0,0,1,0,1,0
1,5,2,163,0,0,1,82,0.0307,0,0,1,0,1,0,0,0,1,0,1,0
1,3,1,159,0,0,0,133,0.0189,0,0,1,0,1,0,0,0,1,0,1,0
0,79,6,620,1,0,5,186,0.1274,0,0,0,0,1,0,0,0,1,1,1,0
0,1,1,188,0,0,0,16,0.0053,0,0,0,0,1,0,0,0,1,1,1,0
0,14,4,461,0,0,2,78,0.0304,0,0,0,0,1,0,0,0,1,1,1,0
0,1,1,190,0,0,0,21,0.0053,0,0,0,0,1,0,0,0,1,1,1,0
0,44,4,596,0,0,3,97,0.0738,0,0,0,0,1,0,0,0,1,1,1,0
0,6,3,140,0,0,2,58,0.0429,0,0,0,0,1,0,0,0,1,1,1,0
0,12,4,140,0,0,2,40,0.0857,0,0,0,0,1,0,0,0,1,1,1,0
0,1,1,99,0,0,0,28,0.0101,0,0,0,0,1,0,0,0,1,1,1,0
0,15,1,552,0,0,0,45,0.0272,0,0,0,0,1,0,0,0,1,1,1,0
0,6,1,497,0,0,0,56,0.0121,0,0,0,0,1,0,0,0,1,1,1,0
0,2,2,593,0,0,0,7,0.0034,0,0,0,0,1,0,0,0,1,1,1,0
0,9,4,586,0,0,3,67,0.0154,0,0,0,0,1,0,0,0,1,1,1,0
0,16,5,583,0,0,4,77,0.0274,0,0,0,0,1,0,0,0,1,1,1,0
0,3,2,126,0,0,1,18,0.0238,0,0,0,0,1,0,0,0,1,1,1,0
0,16,4,421,0,0,3,131,0.038,0,0,0,0,1,0,0,0,1,1,1,0
0,16,4,377,0,0,2,149,0.0424,0,0,0,0,1,0,0,0,1,1,1,0
0,29,5,595,0,0,4,330,0.0487,0,0,0,0,1,0,0,0,1,1,1,0
0,6,3,183,0,0,2,19,0.0328,0,0,0,0,1,0,0,0,1,1,1,0
0,4,2,142,0,0,0,14,0.0282,0,0,0,0,1,0,0,0,1,1,1,0
0,156,7,597,1,1,6,459,0.2613,0,0,0,0,1,0,0,0,1,1,1,0
0,5,2,364,0,0,1,15,0.0137,0,0,0,0,1,0,0,0,1,1,1,0
0,9,4,616,0,0,3,98,0.0146,0,0,0,0,1,0,0,0,1,1,1,0
0,3,1,98,0,0,0,33,0.0306,0,0,0,0,1,0,0,0,1,1,1,0
0,21,3,506,0,0,1,102,0.0415,0,0,0,0,1,0,0,0,1,1,1,0
0,29,4,433,0,0,2,165,0.067,0,0,0,0,1,0,0,0,1,1,1,0
0,18,2,460,0,0,1,100,0.0391,0,0,0,0,1,0,0,0,1,1,1,0
0,4,3,240,0,0,2,37,0.0167,0,0,0,0,1,0,0,0,1,1,1,0
0,1,1,35,0,0,0,98,0.0286,0,0,0,0,1,0,0,0,1,1,1,0
0,3,1,218,0,0,0,64,0.0138,0,0,0,0,1,0,0,0,1,1,1,0
0,8,4,218,0,0,1,102,0.0367,0,0,0,0,1,0,0,0,1,1,1,0
0,41,3,565,0,1,2,484,0.0726,0,0,0,0,1,0,0,0,1,1,1,0
0,5,3,285,0,0,1,45,0.0175,0,0,0,0,1,0,0,0,1,1,1,0
0,2,2,135,0,0,0,21,0.0148,0,0,0,0,1,0,0,0,1,1,1,0
0,1,1,215,0,0,0,29,0.0047,0,0,0,0,1,0,0,0,1,1,1,0
0,12,2,616,0,0,1,104,0.0195,0,0,0,0,1,0,0,0,1,1,1,0
0,4,3,460,0,0,2,62,0.0087,0,0,0,0,1,0,0,0,1,1,1,0
0,14,3,302,0,2,2,300,0.0464,0,0,0,0,1,0,0,0,1,1,1,0
0,19,6,421,0,0,4,440,0.0451,0,0,0,0,1,0,0,0,1,1,1,0
0,40,6,600,0,6,4,1035,0.0667,0,0,0,0,1,0,0,0,1,1,1,0
0,9,2,497,0,1,1,231,0.0181,0,0,0,0,1,0,0,0,1,1,1,0
0,2,2,511,0,0,0,11,0.0039,0,0,0,1,0,1,0,0,1,1,0,0
0,8,4,422,0,0,3,157,0.019,0,0,1,0,1,1,0,0,1,0,0,1
0,9,2,498,0,0,1,290,0.0181,0,0,0,1,0,1,0,0,1,1,0,0
0,2,1,498,0,0,0,21,0.004,0,0,0,1,0,1,0,0,1,1,0,0
0,2,2,413,0,0,0,151,0.0048,0,0,1,0,1,1,0,0,1,0,0,1
0,4,3,429,0,1,2,360,0.0093,0,0,1,0,1,1,0,0,1,0,0,1
0,3,1,456,0,0,0,25,0.0066,0,0,1,0,1,1,0,0,1,0,0,1
0,3,2,485,0,0,1,53,0.0062,0,0,0,1,0,1,0,0,1,1,0,0
0,2,2,441,0,0,0,51,0.0045,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,65,0,0,0,9,0.0154,0,0,0,1,0,1,0,0,1,1,0,0
0,3,2,470,0,0,1,65,0.0064,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,83,0,0,0,32,0.012,0,0,0,1,0,1,0,0,1,1,0,0
0,15,6,429,0,1,3,323,0.035,0,0,1,0,1,1,0,0,1,0,0,1
0,9,2,337,0,0,1,284,0.0267,0,0,1,0,1,1,0,0,1,0,0,1
0,3,1,482,0,0,0,68,0.0062,0,0,0,1,0,1,0,0,1,1,0,0
0,63,11,419,0,2,9,1202,0.1504,1,0,1,0,1,1,0,0,1,0,0,1
0,50,7,638,8,0,6,280,0.0784,0,0,1,0,1,1,0,0,1,0,0,1
0,4,3,138,0,0,2,157,0.028999999999999998,0,0,1,0,1,1,0,0,1,0,0,1
0,7,2,243,0,0,1,159,0.0288,0,0,1,0,1,1,0,0,1,0,0,1
0,37,7,210,0,3,6,946,0.1762,0,0,1,0,1,1,0,0,1,0,0,1
0,5,2,210,0,0,1,107,0.0238,0,0,1,0,1,1,0,0,1,0,0,1
0,29,7,210,0,5,3,1389,0.1381,0,0,1,0,1,1,0,0,1,0,0,1
0,3,2,97,0,1,1,350,0.0309,0,0,1,0,1,1,0,0,1,0,0,1
0,1,1,660,0,1,0,299,0.0015,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,660,0,0,0,121,0.0015,0,0,0,1,0,1,0,0,1,1,0,0
0,2,2,509,0,0,0,3,0.0039,0,0,0,1,0,1,0,1,0,0,1,0
0,2,2,509,0,0,0,31,0.0039,0,0,0,1,0,1,0,1,0,0,1,0
0,6,4,125,0,1,2,291,0.048,0,0,1,0,1,1,0,0,1,0,0,1
0,136,10,672,25,2,8,363,0.2024,1,0,1,0,1,1,0,0,1,0,0,1
0,15,2,56,0,2,1,758,0.2679,0,0,1,0,1,1,0,0,1,0,0,1
0,2,1,337,0,0,0,6,0.0059,0,0,0,1,0,1,0,0,1,1,0,0
0,2,1,665,0,0,0,9,0.003,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,79,0,0,0,27,0.0127,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,72,0,0,0,28,0.0139,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,71,0,0,0,58,0.0141,0,0,0,1,0,1,0,0,1,1,0,0
0,5,3,524,0,0,1,78,0.0095,0,0,0,1,0,1,0,0,1,1,0,0
0,4,2,663,1,0,1,29,0.006,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,14,0,0,0,42,0.0714,0,0,0,0,1,1,1,1,0,1,1,1
0,2,1,22,1,0,0,42,0.0909,0,0,0,0,1,1,1,1,0,1,1,1
0,3,2,23,2,0,1,98,0.1304,0,0,0,0,1,1,1,1,0,1,1,1
0,2,2,62,0,0,0,123,0.0323,0,0,0,0,1,1,1,1,0,1,1,1
0,5,1,69,3,0,0,13,0.0725,0,0,0,0,1,1,1,1,0,1,1,1
0,1,1,13,0,0,0,74,0.0769,0,0,0,0,1,1,1,1,0,1,1,1
0,1,1,59,0,0,0,28,0.0169,0,0,0,0,1,1,1,1,0,1,1,1
0,1,1,68,1,0,0,5,0.0147,0,0,0,0,1,1,1,1,0,1,1,1
0,8,1,69,4,0,0,93,0.1159,0,0,0,0,1,1,1,1,0,1,1,1
0,2,1,68,1,0,0,20,0.0294,0,0,0,0,1,1,1,1,0,1,1,1
0,8,1,50,0,0,0,101,0.16,0,0,0,0,1,1,1,1,0,1,1,1
0,5,1,202,0,0,1,36,0.0248,0,0,0,0,1,1,1,1,0,1,1,1
0,2,2,202,0,0,0,14,0.0099,0,0,0,0,1,1,1,1,0,1,1,1
0,4,2,126,2,0,1,11,0.0317,0,0,0,0,1,1,1,1,0,1,1,1
0,3,2,153,1,0,0,12,0.0196,0,0,0,0,1,1,1,1,0,1,1,1
0,2,1,107,0,0,0,6,0.0187,0,0,0,0,1,1,1,1,0,1,1,1
0,27,6,197,2,0,3,218,0.1371,0,0,0,0,1,1,1,1,0,1,1,1
0,11,3,161,2,0,1,267,0.0683,0,0,0,0,1,1,1,1,0,1,1,1
0,2,1,42,0,0,0,21,0.0476,0,0,0,0,1,1,1,1,0,1,1,1
0,2,2,161,0,0,0,87,0.0124,0,0,0,0,1,1,1,1,0,1,1,1
0,5,4,211,1,0,3,110,0.0237,0,0,0,0,1,1,1,1,0,1,1,1
0,5,1,202,0,0,0,45,0.0248,0,0,0,0,1,1,1,1,0,1,1,1
0,6,1,169,1,0,0,104,0.0355,0,0,0,0,1,1,1,1,0,1,1,1
0,17,3,126,4,0,2,135,0.1349,0,0,0,0,1,1,1,1,0,1,1,1
0,2,1,203,0,0,0,1,0.0099,0,0,1,0,0,1,1,0,0,0,1,0
0,2,1,162,0,0,0,1,0.0123,0,0,1,0,0,1,1,0,0,0,1,0
0,1,1,161,0,0,0,1,0.0062,0,0,1,0,0,1,1,0,0,0,1,0
0,1,1,139,0,0,0,14,0.0072,0,0,1,0,0,1,1,0,0,0,1,0
0,5,1,103,1,0,0,21,0.0485,0,0,1,0,0,1,1,0,0,0,1,0
0,1,1,50,0,0,0,2,0.02,0,0,1,0,0,1,0,1,0,0,0,0
0,2,1,50,0,0,0,37,0.04,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,50,0,0,0,10,0.02,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,50,0,0,0,28,0.02,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,16,0,0,0,28,0.0625,0,0,1,0,0,1,0,1,0,0,0,0
0,4,2,86,1,0,1,125,0.0465,0,0,0,0,1,1,1,1,0,1,1,1
0,3,2,86,1,0,1,151,0.0349,0,0,0,0,1,1,1,1,0,1,1,1
0,8,3,83,1,1,2,533,0.0964,0,0,0,0,1,1,1,1,0,1,1,1
0,1,1,47,1,0,0,79,0.0213,0,0,0,0,1,1,1,1,0,1,1,1
